Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Subtype	Lineage Sub-subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	EN_ENDOMETRIUM	EN_ENDOMETRIUM	50	CCLE	Endometrial Cancer	Endometrial Carcinoma	DSMZ	adherent epitheloid cells growing in monolayers	ACH-000978	Endometrial Cancer	93.9	50-80 hrs	Asian	0.2175	5% DMSO	0	japan	DMEM+20% FBS	Carcinoma	NS	NS	NS	NA	uterus	NA	endometrial_adenocarcinoma	NA	5949	1022.278488	EN	UCEC	Endometrium:Carcinoma	2.02	Endometrium	NA	NA	0.99	Asian	1	Primary	Female	NA	NS	NS	NS	Endometrial Adenocarcinoma	NA	198.833333333	endometrium	endometrium
ccle_broad_2019	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	33	CCLE	Leukemia	Acute Myeloid Leukemia	DSMZ	(relatively small) round cells growing in suspention, singly or in small clusters	ACH-000198	NA	64.5	~  60 hrs	Caucasian	0.2246	NA	0	NA	90% RPMI 1640 +10% h.i. FBS	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M5	NS	NA	blood	NA	AML	M5	366	93.78945683	EOL-1	AML	Leukemia:AML	2.19	Haematopoietic_And_Lymphoid_Tissue	33	126	0.99	NA	1	Primary	Male	NA	NS	NS	NS	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	NA	12.3	AML	AML
ccle_broad_2019	EPLC272H_LUNG	EPLC272H_LUNG	57	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	DSMZ	NA	ACH-000585	NA	79.1	NA	Caucasian	0.6482	5%DMSO	1	NA	RPMI-1640+20% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	415	144.8513809	EPLC-272H	LUSC	Lung:NSCLC_Squamous	3.19	Lung	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	13.9333333333	lung_NSC	lung_NSC
ccle_broad_2019	ES1_BONE	ES1_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	167	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.83333333333	NA	Ewings_sarcoma
ccle_broad_2019	ES2_OVARY	ES2_OVARY	47	CCLE	Ovarian Cancer	Clear Cell Ovarian Cancer	ATCC	ADHERENT FIBROBLASTS	ACH-000906	ovarian_cancer	25.8	NA	Caucasian	0.4100	5% DMSO	1	NA	McCOY'S5A + 10%FBS	Carcinoma	clear_cell_carcinoma	NS	NS	NA	ovary	NA	ovary_adenocarcinoma	clear_cell	586	317.8007086	ES-2	CCOV	Ovary:Carcinoma	3.23	Ovary	NA	NA	1	African_American	1	Primary	Female	NA	NS	NS	NS	Adenocarcinoma, clear cell	NA	19.9333333333	ovary	ovary
ccle_broad_2019	ES3_BONE	ES3_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	153	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.43333333333	NA	Ewings_sarcoma
ccle_broad_2019	ES4_BONE	ES4_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	149	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.1	NA	Ewings_sarcoma
ccle_broad_2019	ES5_BONE	ES5_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	169	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.63333333333	NA	Ewings_sarcoma
ccle_broad_2019	ES6_BONE	ES6_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	164	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.53333333333	NA	Ewings_sarcoma
ccle_broad_2019	ES7_BONE	ES7_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	156	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.2	NA	Ewings_sarcoma
ccle_broad_2019	ES8_BONE	ES8_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	159	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.33333333333	NA	Ewings_sarcoma
ccle_broad_2019	ESO26_OESOPHAGUS	ESO26_OESOPHAGUS	NA	NA	Esophagogastric Cancer	Esophageal Adenocarcinoma	NA	NA	ACH-001496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	esophagus_adenocarcinoma	NA	250	NA	NA	ESCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Adenocarcinoma	NA	8.46666666667	NA	esophagus
ccle_broad_2019	ESO51_OESOPHAGUS	ESO51_OESOPHAGUS	NA	NA	Esophagogastric Cancer	Esophageal Adenocarcinoma	NA	NA	ACH-001497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	esophagus_adenocarcinoma	NA	309	NA	NA	ESCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Adenocarcinoma	NA	10.6	NA	esophagus
ccle_broad_2019	ESS1_ENDOMETRIUM	ESS1_ENDOMETRIUM	76	CCLE	Uterine Sarcoma	Endometrial Stromal Sarcoma	NA	NA	ACH-000913	NA	49.1	120hrs??	Caucasian	0.0878	5% DMSO	0	NA	NA	Carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	NS	NS	NA	uterus	NA	endometrial_stromal_sarcoma	NA	1075	369.3726971	ESS-1	ESS	Endometrium:Others	2.03	Endometrium	NA	NA	0.9	Caucasian	1	Primary	Female	NA	NS	NS	NS	Endometrial Stromal Sarcoma	NA	36.1666666667	endometrium	endometrium
ccle_broad_2019	ETK1_BILIARY_TRACT	ETK1_BILIARY_TRACT	NA	NA	Hepatobiliary Cancer	Intrahepatic Cholangiocarcinoma	NA	NA	ACH-002237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile_duct	NA	cholangiocarcinoma	intrahepatic	317	NA	NA	IHCH	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Cholangiocarcinoma, intrahepatic	NA	10.6333333333	NA	bile_duct
ccle_broad_2019	EVSAT_BREAST	EVSAT_BREAST	NA	CCLE	Breast Cancer	Invasive Breast Carcinoma	NA	NA	ACH-001065	NA	NA	NA	Caucasian	0.6389	NA	1	NA	NA	Carcinoma	NS	NS	NS	NA	breast	NA	breast_carcinoma	NA	536	NA	EVSA-T	BRCA	NA	3	Breast	NA	NA	0.99	NA	1	Metastasis	Female	ascites	NS	NS	NS	Carcinoma	NA	18.0333333333	breast	breast
ccle_broad_2019	EW11_BONE	EW11_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	200	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	6.76666666667	NA	Ewings_sarcoma
ccle_broad_2019	EW12_BONE	EW12_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	138	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	4.56666666667	NA	Ewings_sarcoma
ccle_broad_2019	EW13_BONE	EW13_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	165	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.66666666667	NA	Ewings_sarcoma
ccle_broad_2019	EW16_BONE	EW16_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	133	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	4.5	NA	Ewings_sarcoma
ccle_broad_2019	EW18_BONE	EW18_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	164	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.56666666667	NA	Ewings_sarcoma
ccle_broad_2019	EW1_BONE	EW1_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	151	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.16666666667	NA	Ewings_sarcoma
ccle_broad_2019	EW22_BONE	EW22_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	107	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	3.7	NA	Ewings_sarcoma
ccle_broad_2019	EW24_BONE	EW24_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	151	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.13333333333	NA	Ewings_sarcoma
ccle_broad_2019	EW3_BONE	EW3_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	148	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	5.03333333333	NA	Ewings_sarcoma
ccle_broad_2019	EW7476	EW7476	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ccle_broad_2019	EW7_BONE	EW7_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	272	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	9.13333333333	NA	Ewings_sarcoma
ccle_broad_2019	EW8_BONE	EW8_BONE	NA	ACHILLES	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-000499	NA	NA	NA	Caucasian	0.4229	NA	1	NA	NA	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	NA	bone	EWS_FLI	Ewing_sarcoma	NA	233	119.1843755	EW8	ES	NA	3.06	Bone	NA	NA	0.97	NA	1	NA	NA	NA	NS	NS	NS	Ewings Sarcoma	NA	7.76666666667	Ewings_Sarcoma	Ewings_sarcoma
ccle_broad_2019	EWS502_BONE	EWS502_BONE	NA	ACHILLES	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-000279	NA	NA	NA	Caucasian	0.5097	NA	1	NA	NA	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	NA	bone	EWS_FLI	Ewing_sarcoma	NA	200	103.3429006	EWS502	ES	NA	3.3	Bone	NA	NA	0.96	NA	1	NA	NA	NA	NS	NS	NS	Ewings Sarcoma	NA	6.76666666667	Ewings_Sarcoma	Ewings_sarcoma
ccle_broad_2019	EWS834_BONE	EWS834_BONE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-001066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	111	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	3.8	NA	NA
ccle_broad_2019	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	68	CCLE	Leukemia	Acute Myeloid Leukemia	DSMZ	polymorph cells growing as adherent cells and singly in suspention	ACH-000487	NA	NA	~  24-36 hrs	Asian	0.3050	NA	0	NA	80% RPMI 1640 + 10% h.i.FBS	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M6	NS	NA	blood	NA	AML	M6	234	167.7509478	F-36P	AML	Leukemia:AML	1.92	Haematopoietic_And_Lymphoid_Tissue	29	128n	1	NA	1	Metastasis	Male	pleura	NS	NS	NS	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	10 ng/ml GM-CSF	7.9	AML	AML
ccle_broad_2019	F5_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	NA	ACHILLES	CNS Cancer	Meningioma	NA	NA	ACH-001067	NA	NA	NA	NA	0.0898	NA	0	NA	NA	Meningioma	NS	NS	NS	NA	central_nervous_system	NA	meningioma	NA	NA	NA	F5	MNG	NA	2.03	Central_Nervous_System	NA	NA	0.98	NA	1	NA	Male	NA	meninges	NS	NS	Meningioma	NA	NA	meningioma	meningioma
ccle_broad_2019	FADU_UPPER_AERODIGESTIVE_TRACT	FADU_UPPER_AERODIGESTIVE_TRACT	56	CCLE	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NIBRI	NA	ACH-000846	NA	33.3	NA	Caucasian	0.5654	NA	0	NA	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	482	193.3167422	FaDu	HNSC	Upper_Aerodigestive_Tract:Carcinoma	1.72	Upper_Aerodigestive_Tract	24	128c	1	Caucasian	1	Primary	Male	NA	pharynx	hypopharynx	NS	Squamous Cell Carcinoma	NA	16.1666666667	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	NA	NA	ACH-001498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell	1123	NA	NA	DLBCLNOS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell, Non-Hodgkins	NA	37.7	NA	NA
ccle_broad_2019	FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-001068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	lymphoma_unspecified	t_cell	353	NA	NA	TLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	T-cell	NA	12.0	NA	NA
ccle_broad_2019	FLO1_OESOPHAGUS	FLO1_OESOPHAGUS	NA	NA	Esophagogastric Cancer	Esophageal Adenocarcinoma	NA	NA	ACH-001500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	esophagus_adenocarcinoma	NA	260	NA	NA	ESCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Adenocarcinoma	NA	8.93333333333	NA	esophagus
ccle_broad_2019	FTC133_THYROID	FTC133_THYROID	42	CCLE	Thyroid Cancer	Follicular Thyroid Cancer	ECACC	ADHERENT	ACH-000903	NA	52	NA	Caucasian	0.3848	5%DMSO	0	NA	DMEM:F12+10% FBS	Carcinoma	follicular_carcinoma	NS	NS	NA	thyroid	NA	thyroid_carcinoma	anaplastic	751	371.3529985	FTC-133	THFO	Thyroid:Carcinoma	1.21	Thyroid	NA	NA	0.99	NA	1	Metastasis	Male	lymph_node	NS	NS	NS	Carcinoma, anaplastic	2mM L-GLUTAMINE	25.1666666667	thyroid	thyroid
ccle_broad_2019	FTC238_THYROID	FTC238_THYROID	42	CCLE	Thyroid Cancer	Follicular Thyroid Cancer	ECACC	ADHERENT	ACH-000897	NA	59	NA	Caucasian	0.6324	5% DMSO	1	NA	DMEM:F12 (1:1)+5%FBS	Carcinoma	follicular_carcinoma	NS	NS	NA	thyroid	NA	thyroid_carcinoma	follicular	948	326.7336556	FTC-238	THFO	Thyroid:Carcinoma	2.45	Thyroid	NA	NA	0.97	NA	1	Metastasis	Male	NA	NS	NS	NS	Carcinoma, follicular	2mM L-GLUTAMINE	31.4666666667	thyroid	thyroid
ccle_broad_2019	FU97_STOMACH	FU97_STOMACH	66	CCLE	Esophagogastric Cancer	Diffuse Type Stomach Adenocarcinoma	HSRRB	ADHRENT EPITHELIAL; was clumpy	ACH-000633	NA	48.5	95 hrs	Asian	0.5532	5% DMSO	2	japan	DMEM + 10% FBS	Carcinoma	diffuse_adenocarcinoma	NS	NS	NA	gastric	NA	gastric_adenocarcinoma	diffuse_gastric	455	194.2359967	FU97	DSTAD	Gastric:Carcinoma	7.7	Stomach	NA	NA	1	Asian	1	Primary	Female	NA	NS	NS	NS	Adenocarcinoma	10mg/L INSULIN	15.3666666667	stomach	stomach
ccle_broad_2019	FUOV1_OVARY	FUOV1_OVARY	65	CCLE	Ovarian Cancer	High-Grade Serous Ovarian Cancer	NIBRI	NA	ACH-000574	ovarian_cancer	NA	NA	Asian	0.5920	NA	1	japan	NA	Carcinoma	serous_carcinoma	NS	NS	NA	ovary	NA	ovary_adenocarcinoma	high_grade_serous	317	168.063347	FU-OV-1	HGSOC	Ovary:Carcinoma	2.97	Ovary	16	129c	0.99	Asian	1	Primary	Female	NA	NS	NS	NS	Adenocarcinoma, high grade serous	NA	10.8666666667	ovary	ovary
ccle_broad_2019	G292CLONEA141B1_BONE	G292CLONEA141B1_BONE	9	CCLE	Bone Cancer	Osteosarcoma	NA	NA	ACH-000082	NA	NA	NA	Caucasian	0.3958	NA	1	NA	NA	Osteosarcoma	NS	NS	NS	NA	bone	NA	osteosarcoma	NA	127	71.10858281	G-292, clone A141B1	OS	Bone:Sarcoma_Osteo	2.38	Bone	NA	NA	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Osteosarcoma	NA	4.23333333333	osteosarcoma	osteosarcoma
ccle_broad_2019	G361_SKIN	G361_SKIN	31	CCLE	Melanoma	Cutaneous Melanoma	ATCC	ADHERENT EPITHELIAL;	ACH-000572	NA	45.2	NA	Caucasian	0.6398	5% DMSO	1	NA	McCoy's 5A +10%FBS	Malignant_Melanoma	NS	NS	NS	NA	skin	NA	melanoma	NA	332	131.5867088	G-361	SKCM	Skin:Melanoma	3.24	Skin	NA	NA	0.99	Caucasian	1	Primary	Male	NA	NS	NS	NS	Melanoma	NA	11.2	melanoma	melanoma
ccle_broad_2019	G401_SOFT_TISSUE	G401_SOFT_TISSUE	0.25	CCLE	Rhabdoid Cancer	Rhabdoid Cancer	NIBRI	NA	ACH-000096	rhabdoid_tumour	NA	NA	Caucasian	0.0240	NA	0	NA	NA	Rhabdoid_Tumour	NS	NS	NS	NA	kidney	NA	malignant_rhabdoid_tumor	NA	129	90.26965062	G-401	MRT	Soft_Tissue:Sarcoma_Rhabdoid	2	Soft_Tissue	28	127c	0.99	Caucasian	1	Primary	Male	NA	striated_muscle	kidney	NS	Malignant Rhabdoid Tumor	NA	4.46666666667	soft_tissue	soft_tissue
ccle_broad_2019	G402_SOFT_TISSUE	G402_SOFT_TISSUE	0.75	CCLE	Soft Tissue Sarcoma	Leiomyosarcoma	NA	NA	ACH-000375	renal_leiomyoblastoma	42.1	NA	Caucasian	0.1146	5% DMSO	0	NA	NA	Rhabdoid_Tumour	NS	NS	NS	NA	soft_tissue	NA	malignant_rhabdoid_tumor	renal_leiomyoblastoma	266	97.12610232	G-402	LMS	Soft_Tissue:Sarcoma_Rhabdoid	2.09	Soft_Tissue	26	126	0.99	Caucasian	1	Primary	Female	NA	striated_muscle	kidney	NS	Renal Leiomyoblastoma	NA	9.03333333333	soft_tissue	soft_tissue
ccle_broad_2019	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	41	CCLE	Mature B-Cell Neoplasms	Burkitt Lymphoma	ATCC	suspension, lymphoblast	ACH-000162	NA	51.6	NA	Caucasian	0.1124	5%DMSO	0	NA	RPMI-1640 + 10% FBS	Lymphoid_Neoplasm	Burkitt_lymphoma	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_burkitt	228	91.70436082	GA-10	BL	Lymphoma:NH_B_cell	2.04	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	B-cell, Non-Hodgkins, Burkitts	NA	7.5	lymphoma_Burkitt	lymphoma_Burkitt
ccle_broad_2019	GAK_SKIN	GAK_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	NA	306	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma	NA	10.3333333333	NA	melanoma
ccle_broad_2019	GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	42	CCLE	Glioma	Glioblastoma	DSMZ	ADHERENT, LARGE, SPINDLE-LIKE CELLS GROWING AS MONOLAYERS	ACH-000098	NA	33	40-50 hrs	Caucasian	0.5236	5% DMSO	1	NA	DMEM+10% FBS	Glioma	NS	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	180	74.35849532	GAMG	GB	CNS:Glioma	2.88	Central_Nervous_System	42	128n	0.99	NA	1	Primary	Female	NA	NS	NS	NS	Glioblastoma	2mM L-GLUTAMINE, 4X MEM NON-ESSENTIAL AMINO ACIDS	6.13333333333	glioma	glioma
ccle_broad_2019	GB1_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	35	CCLE	Glioma	Glioblastoma Multiforme	HSSRB	NA	ACH-000738	NA	NA	NA	Asian	0.5596	NA	1	NA	Dulbecco's modified Eagle's medium with 10% fetal calf serum	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	NA	central_nervous_system	NA	glioma	glioblastoma	466	165.5943803	GB-1	GBM	CNS:Glioma_HighGrade	3.02	Central_Nervous_System	34	130n	0.99	NA	1	Primary	Male	NA	brain	NS	NS	Glioblastoma	NA	15.8333333333	glioma	glioma
ccle_broad_2019	GBM001_CENTRAL_NERVOUS_SYSTEM	GBM001_CENTRAL_NERVOUS_SYSTEM	NA	NA	Glioma	Glioblastoma	NA	NA	ACH-002349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	195	NA	NA	GB	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	6.63333333333	NA	NA
ccle_broad_2019	GCIY_STOMACH	GCIY_STOMACH	NA	CCLE	Esophagogastric Cancer	Stomach Adenocarcinoma	GNF	NA	ACH-000047	NA	NA	NA	Asian	0.7602	NA	1	NA	NA	Carcinoma	adenocarcinoma	NS	NS	NA	gastric	NA	gastric_adenocarcinoma	NA	255	88.66578456	GCIY	STAD	Gastric:Carcinoma	2.75	Stomach	NA	NA	1	Asian	1	Primary	Female	NA	NS	NS	NS	Adenocarcinoma	NA	8.66666666667	stomach	stomach
ccle_broad_2019	GCT_SOFT_TISSUE	GCT_SOFT_TISSUE	29	CCLE	Soft Tissue Sarcoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	NIBRI	NA	ACH-000835	NA	64.6	NA	Caucasian	0.4429	NA	1	NA	NA	Malignant_Fibrous_Histiocytoma-Pleomorphic_Sarcoma	NS	NS	NS	NA	soft_tissue	NA	pleomorphic_sarcoma	NA	711	179.4906831	GCT	MFH	Soft_Tissue:Sarcoma_FibrousHistiocytoma	2.87	Soft_Tissue	NA	NA	1	NA	1	Metastasis	Male	lung	fibrous_tissue_and_uncertain_origin	NS	NS	Pleomorphic Sarcoma	NA	23.8666666667	soft_tissue	soft_tissue
